incident_zip,total_complaints,AHV Inspection Unit,APPLIANCE,Abandoned Bike,Abandoned Vehicle,Air Quality,Animal Facility - No Permit,Animal in a Park,Animal-Abuse,Asbestos,BEST/Site Safety,Beach/Pool/Sauna Complaint,Bench,Bike Rack,Bike/Roller/Skate Chronic,Blocked Driveway,Boilers,Broken Parking Meter,Building Condition,Building Drinking Water Tank,Building/Use,Bus Stop Shelter Complaint,Bus Stop Shelter Placement,Commercial Disposal Complaint,Construction Lead Dust,Consumer Complaint,Cooling Tower,Cranes and Derricks,Curb Condition,DOOR/WINDOW,Damaged Tree,Day Care,Dead Animal,Dead/Dying Tree,Derelict Vehicles,Dirty Condition,Disorderly Youth,Drinking,Drinking Water,Drug Activity,Dumpster Complaint,E-Scooter,ELECTRIC,ELEVATOR,Electrical,Elevator,Emergency Response Team (ERT),Encampment,FLOORING/STAIRS,Food Establishment,Food Poisoning,For Hire Vehicle Complaint,For Hire Vehicle Report,Found Property,GENERAL,General Construction/Plumbing,Graffiti,Green Taxi Complaint,Green Taxi Report,HEAT/HOT WATER,Harboring Bees/Wasps,Hazardous Materials,Homeless Person Assistance,Illegal Animal Kept as Pet,Illegal Animal Sold,Illegal Dumping,Illegal Fireworks,Illegal Parking,Illegal Posting,Illegal Tree Damage,Incorrect Data,Indoor Air Quality,Indoor Sewage,Industrial Waste,Institution Disposal Complaint,Investigations and Discipline (IAD),Lead,LinkNYC,Litter Basket Complaint,Litter Basket Request,Lost Property,Lot Condition,Maintenance or Facility,Missed Collection,Mobile Food Vendor,Mold,Mosquitoes,New Tree Request,Noise,Noise - Commercial,Noise - Helicopter,Noise - House of Worship,Noise - Park,Noise - Residential,Noise - Street/Sidewalk,Noise - Vehicle,Non-Emergency Police Matter,Non-Residential Heat,OUTSIDE BUILDING,Obstruction,Outdoor Dining,Overgrown Tree/Branches,PAINT/PLASTER,PLUMBING,Panhandling,Pet Shop,Plant,Plumbing,Posting Advertisement,Public Toilet,Real Time Enforcement,Recycling Basket Complaint,Residential Disposal Complaint,Rodent,Root/Sewer/Sidewalk Condition,SAFETY,Sanitation Worker or Vehicle Complaint,Scaffold Safety,School Maintenance,Sewer,Sidewalk Condition,Smoking or Vaping,Special Natural Area District (SNAD),Special Projects Inspection Team (SPIT),Standing Water,Street Condition,Street Light Condition,Street Sign - Damaged,Street Sign - Dangling,Street Sign - Missing,Street Sweeping Complaint,Tattooing,Taxi Complaint,Taxi Compliment,Taxi Report,Tobacco or Non-Tobacco Sale,Traffic,Traffic Signal Condition,UNSANITARY CONDITION,Unleashed Dog,Unsanitary Animal Facility,Unsanitary Animal Pvt Property,Unsanitary Pigeon Condition,Unspecified,Uprooted Stump,Urinating in Public,Vendor Enforcement,Violation of Park Rules,WATER LEAK,Water Conservation,Water Quality,Water System,Wayfinding,Wood Pile Remaining,top_complaint,top_complaint_count,NAME,total_population,median_income,poverty_universe,below_poverty,white_alone,black_alone,hispanic,poverty_rate
11433,337,0,3,0,15,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,1,0,0,0,0,2,0,5,1,11,11,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,0,0,5,1,1,0,0,12,0,1,0,0,0,16,0,31,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,13,10,0,0,1,1,1,0,0,0,28,26,2,2,0,1,14,0,1,3,5,0,0,0,0,0,0,0,0,4,1,2,4,0,0,0,9,1,1,0,0,0,6,5,0,0,0,1,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,1,1,1,0,20,0,0,Illegal Parking,31,ZCTA5 11433,36929.0,62453.0,36636.0,4607.0,1845.0,22808.0,5332.0,0.12575062779779453
11434,500,0,4,0,36,0,0,0,0,0,0,0,0,0,1,32,0,2,0,0,2,0,0,0,1,4,0,0,1,2,4,0,0,3,13,9,0,0,0,0,1,5,4,0,1,0,0,0,1,1,1,2,0,0,2,6,0,0,0,8,0,0,1,0,0,14,0,84,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,11,0,0,0,0,6,7,0,0,9,62,25,6,5,0,0,9,0,5,2,9,1,0,0,0,0,0,0,0,0,2,5,0,2,0,0,11,5,0,0,0,2,19,3,0,0,0,0,0,0,0,0,0,1,9,8,0,0,0,0,0,0,0,0,1,0,3,0,22,0,0,Illegal Parking,84,ZCTA5 11434,62590.0,65845.0,61109.0,5849.0,2657.0,52093.0,5910.0,0.09571421558199283
11435,576,0,5,0,11,0,0,0,6,1,0,0,0,0,0,44,1,2,0,0,3,0,0,0,0,6,0,0,1,9,1,0,2,3,0,11,0,1,0,1,0,1,4,0,0,4,0,1,2,3,2,1,0,0,3,7,2,0,0,28,0,0,4,0,0,13,0,83,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,14,9,0,0,0,10,2,0,0,0,110,11,10,2,0,0,11,0,5,13,8,0,0,0,0,0,0,1,0,6,3,2,0,1,0,0,8,5,1,0,0,0,16,4,1,2,0,0,0,0,0,0,0,1,3,31,2,0,1,1,0,0,0,0,0,10,0,0,3,0,0,Noise - Residential,110,ZCTA5 11435,59392.0,69873.0,58402.0,8727.0,10510.0,15490.0,18296.0,0.14942981404746414
11436,193,0,0,0,10,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,1,0,0,0,1,2,0,0,1,1,6,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,1,17,12,4,1,0,0,6,0,1,0,1,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,6,1,0,0,0,0,5,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Illegal Parking,49,ZCTA5 11436,18955.0,72962.0,18824.0,1801.0,921.0,11560.0,2686.0,0.09567573310667234
11691,469,0,2,0,19,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,2,0,0,0,10,1,0,2,1,7,12,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,2,3,0,0,0,22,0,1,0,0,0,13,0,57,0,0,0,2,1,1,0,0,1,0,0,0,1,3,1,10,0,0,0,1,3,4,0,0,1,78,20,1,2,0,0,8,0,0,10,7,1,0,0,0,0,0,1,0,3,8,2,1,0,0,0,10,3,5,0,0,0,20,6,1,4,1,1,0,0,0,0,0,0,6,23,1,0,3,0,0,0,3,0,0,5,2,0,8,0,0,Noise - Residential,78,ZCTA5 11691,68454.0,52605.0,66179.0,12798.0,23448.0,31620.0,16089.0,0.19338460841052296
11692,125,0,1,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,3,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,5,1,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,0,0,7,0,0,1,28,4,3,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,2,1,2,1,1,0,0,0,0,0,0,1,10,1,0,0,0,0,0,0,0,0,1,0,0,9,0,0,Noise - Residential,28,ZCTA5 11692,22394.0,53077.0,21483.0,3984.0,4666.0,12579.0,5621.0,0.18544895964250804
11693,109,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,4,12,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,1,0,2,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,Illegal Parking,43,ZCTA5 11693,13029.0,52946.0,12836.0,2150.0,7734.0,2813.0,3713.0,0.16749766282330944
11694,248,0,1,0,5,1,0,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,3,5,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,37,0,0,0,0,0,2,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,2,14,2,0,0,0,0,3,8,0,0,0,23,9,0,2,0,0,1,0,1,0,2,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,5,2,0,0,0,0,10,34,4,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,HEAT/HOT WATER,37,ZCTA5 11694,21258.0,87755.0,20280.0,2076.0,17045.0,1234.0,4115.0,0.10236686390532544
11697,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Building/Use,1,ZCTA5 11697,3527.0,116205.0,3527.0,144.0,3360.0,21.0,278.0,0.04082789906436065
11801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Complaint,1,ZCTA5 11801,40179.0,118286.0,40115.0,1671.0,23339.0,717.0,6276.0,0.041655241181602895
12345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAINT/PLASTER,1,,,,,,,,,
19013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Complaint,1,ZCTA5 19013,35113.0,32431.0,31972.0,9838.0,6585.0,25026.0,3400.0,0.30770674340047544
55126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Consumer Complaint,1,ZCTA5 55126,27125.0,96636.0,27120.0,983.0,22960.0,933.0,818.0,0.03624631268436578
